community,meas,month,Q_MGD,year
Stoneham,Raw Average Daily Flow,ANNUAL,2.4000000953674316,2016
Stoneham,Raw Dry Day Average Daily Flow,Jan,2.72,2016
Stoneham,Raw Dry Day Average Daily Flow,Feb,2.88,2016
Stoneham,Raw Dry Day Average Daily Flow,Mar,3.32,2016
Stoneham,Raw Dry Day Average Daily Flow,Apr,3.36,2016
Stoneham,Raw Dry Day Average Daily Flow,May,2.21,2016
Stoneham,Raw Dry Day Average Daily Flow,Jun,1.83,2016
Stoneham,Raw Dry Day Average Daily Flow,Jul,1.4,2016
Stoneham,Raw Dry Day Average Daily Flow,Aug,1.36,2016
Stoneham,Raw Dry Day Average Daily Flow,Sep,1.32,2016
Stoneham,Raw Dry Day Average Daily Flow,Oct,1.55,2016
Stoneham,Raw Dry Day Average Daily Flow,Nov,1.8,2016
Stoneham,Raw Dry Day Average Daily Flow,Dec,2.28,2016
Stoneham,Raw Dry Day Average Daily Flow,ANNUAL,2.1700000762939453,2016
Stoneham,Raw Estimated Infiltration,Jan,1.42,2016
Stoneham,Raw Estimated Infiltration,Feb,1.58,2016
Stoneham,Raw Estimated Infiltration,Mar,2.0199999999999996,2016
Stoneham,Raw Estimated Infiltration,Apr,2.06,2016
Stoneham,Raw Estimated Infiltration,May,0.9099999999999999,2016
Stoneham,Raw Estimated Infiltration,Jun,0.53,2016
Stoneham,Raw Estimated Infiltration,Jul,0.09999999999999987,2016
Stoneham,Raw Estimated Infiltration,Aug,0.06000000000000005,2016
Stoneham,Raw Estimated Infiltration,Sep,0.020000000000000018,2016
Stoneham,Raw Estimated Infiltration,Oct,0.25,2016
Stoneham,Raw Estimated Infiltration,Nov,0.5,2016
Stoneham,Raw Estimated Infiltration,Dec,0.9799999999999998,2016
Stoneham,Raw Estimated Infiltration,ANNUAL,0.8700000047683716,2016
Stoneham,MWRA Estimated Infiltration,Jan,0.23,2016
Stoneham,MWRA Estimated Infiltration,Feb,0.26,2016
Stoneham,MWRA Estimated Infiltration,Mar,0.33,2016
Stoneham,MWRA Estimated Infiltration,Apr,0.34,2016
Stoneham,MWRA Estimated Infiltration,May,0.15,2016
Stoneham,MWRA Estimated Infiltration,Jun,0.09,2016
Stoneham,MWRA Estimated Infiltration,Jul,0.02,2016
Stoneham,MWRA Estimated Infiltration,Aug,0.01,2016
Stoneham,MWRA Estimated Infiltration,Sep,0,2016
Stoneham,MWRA Estimated Infiltration,Oct,0.04,2016
Stoneham,MWRA Estimated Infiltration,Nov,0.08,2016
Stoneham,MWRA Estimated Infiltration,Dec,0.16,2016
Stoneham,MWRA Estimated Infiltration,ANNUAL,0.14000000059604645,2016
Stoneham,Final Average Daily Flow,Jan,3.17,2016
Stoneham,Final Average Daily Flow,Feb,3.1500000000000004,2016
Stoneham,Final Average Daily Flow,Mar,3.39,2016
Stoneham,Final Average Daily Flow,Apr,3.3200000000000003,2016
Stoneham,Final Average Daily Flow,May,2.23,2016
Stoneham,Final Average Daily Flow,Jun,1.8199999999999998,2016
Stoneham,Final Average Daily Flow,Jul,1.42,2016
Stoneham,Final Average Daily Flow,Aug,1.4,2016
Stoneham,Final Average Daily Flow,Sep,1.43,2016
Stoneham,Final Average Daily Flow,Oct,1.69,2016
Stoneham,Final Average Daily Flow,Nov,1.8499999999999999,2016
Stoneham,Final Average Daily Flow,Dec,2.2399999999999998,2016
Stoneham,Final Average Daily Flow,ANNUAL,2.259999990463257,2016
Stoneham,Final Dry Day Average Daily Flow,Jan,2.49,2016
Stoneham,Final Dry Day Average Daily Flow,Feb,2.62,2016
Stoneham,Final Dry Day Average Daily Flow,Mar,2.9899999999999998,2016
Stoneham,Final Dry Day Average Daily Flow,Apr,3.02,2016
Stoneham,Final Dry Day Average Daily Flow,May,2.06,2016
Stoneham,Final Dry Day Average Daily Flow,Jun,1.74,2016
Stoneham,Final Dry Day Average Daily Flow,Jul,1.38,2016
Stoneham,Final Dry Day Average Daily Flow,Aug,1.35,2016
Stoneham,Final Dry Day Average Daily Flow,Sep,1.32,2016
Stoneham,Final Dry Day Average Daily Flow,Oct,1.51,2016
Stoneham,Final Dry Day Average Daily Flow,Nov,1.72,2016
Stoneham,Final Dry Day Average Daily Flow,Dec,2.1199999999999997,2016
Stoneham,Final Dry Day Average Daily Flow,ANNUAL,2.0199999809265137,2016
Stoneham,Estimated Infiltration,Jan,1.19,2016
Stoneham,Estimated Infiltration,Feb,1.32,2016
Stoneham,Estimated Infiltration,Mar,1.6899999999999995,2016
Stoneham,Estimated Infiltration,Apr,1.72,2016
Stoneham,Estimated Infiltration,May,0.7599999999999999,2016
Stoneham,Estimated Infiltration,Jun,0.44000000000000006,2016
Stoneham,Estimated Infiltration,Jul,0.07999999999999986,2016
Stoneham,Estimated Infiltration,Aug,0.05000000000000005,2016
Stoneham,Estimated Infiltration,Sep,0.020000000000000018,2016
Stoneham,Estimated Infiltration,Oct,0.21,2016
Stoneham,Estimated Infiltration,Nov,0.42,2016
Stoneham,Estimated Infiltration,Dec,0.8199999999999997,2016
Stoneham,Estimated Infiltration,ANNUAL,0.7200000286102295,2016
Stoneham,Estimated Sanitary Flow,Jan,1.3,2016
Stoneham,Estimated Sanitary Flow,Feb,1.3,2016
Stoneham,Estimated Sanitary Flow,Mar,1.3,2016
Stoneham,Estimated Sanitary Flow,Apr,1.3,2016
Stoneham,Estimated Sanitary Flow,May,1.3,2016
Stoneham,Estimated Sanitary Flow,Jun,1.3,2016
Stoneham,Estimated Sanitary Flow,Jul,1.3,2016
Stoneham,Estimated Sanitary Flow,Aug,1.3,2016
Stoneham,Estimated Sanitary Flow,Sep,1.3,2016
Stoneham,Estimated Sanitary Flow,Oct,1.3,2016
Stoneham,Estimated Sanitary Flow,Nov,1.3,2016
Stoneham,Estimated Sanitary Flow,Dec,1.3,2016
Stoneham,Estimated Sanitary Flow,ANNUAL,1.2999999523162842,2016
Stoneham,Estimated Inflow,Jan,0.6799999999999997,2016
Stoneham,Estimated Inflow,Feb,0.5300000000000002,2016
Stoneham,Estimated Inflow,Mar,0.40000000000000036,2016
Stoneham,Estimated Inflow,Apr,0.30000000000000027,2016
Stoneham,Estimated Inflow,May,0.16999999999999993,2016
Stoneham,Estimated Inflow,Jun,0.07999999999999985,2016
Stoneham,Estimated Inflow,Jul,0.040000000000000036,2016
Stoneham,Estimated Inflow,Aug,0.04999999999999982,2016
Stoneham,Estimated Inflow,Sep,0.10999999999999988,2016
Stoneham,Estimated Inflow,Oct,0.17999999999999994,2016
Stoneham,Estimated Inflow,Nov,0.1299999999999999,2016
Stoneham,Estimated Inflow,Dec,0.1200000000000001,2016
Stoneham,Estimated Inflow,ANNUAL,0.23000000417232513,2016
Waltham,Raw Average Daily Flow,Jan,10.01,2016
Waltham,Raw Average Daily Flow,Feb,9.75,2016
Waltham,Raw Average Daily Flow,Mar,10.05,2016
Waltham,Raw Average Daily Flow,Apr,10.61,2016
Waltham,Raw Average Daily Flow,May,7.77,2016
Waltham,Raw Average Daily Flow,Jun,6.54,2016
Waltham,Raw Average Daily Flow,Jul,5.66,2016
Waltham,Raw Average Daily Flow,Aug,5.48,2016
Waltham,Raw Average Daily Flow,Sep,5.47,2016
Waltham,Raw Average Daily Flow,Oct,6.65,2016
Waltham,Raw Average Daily Flow,Nov,7.09,2016
Waltham,Raw Average Daily Flow,Dec,7.77,2016
Waltham,Raw Average Daily Flow,ANNUAL,7.730000019073486,2016
Waltham,Raw Dry Day Average Daily Flow,Jan,8.99,2016
Waltham,Raw Dry Day Average Daily Flow,Feb,8.88,2016
Waltham,Raw Dry Day Average Daily Flow,Mar,9.48,2016
Waltham,Raw Dry Day Average Daily Flow,Apr,10,2016
Waltham,Raw Dry Day Average Daily Flow,May,7.4,2016
Waltham,Raw Dry Day Average Daily Flow,Jun,6.38,2016
Waltham,Raw Dry Day Average Daily Flow,Jul,5.61,2016
Waltham,Raw Dry Day Average Daily Flow,Aug,5.46,2016
Waltham,Raw Dry Day Average Daily Flow,Sep,5.44,2016
Waltham,Raw Dry Day Average Daily Flow,Oct,6.03,2016
Waltham,Raw Dry Day Average Daily Flow,Nov,6.91,2016
Waltham,Raw Dry Day Average Daily Flow,Dec,7.27,2016
Waltham,Raw Dry Day Average Daily Flow,ANNUAL,7.309999942779541,2016
Waltham,Raw Estimated Infiltration,Jan,3.59,2016
Waltham,Raw Estimated Infiltration,Feb,3.4800000000000004,2016
Waltham,Raw Estimated Infiltration,Mar,4.08,2016
Waltham,Raw Estimated Infiltration,Apr,4.6,2016
Waltham,Raw Estimated Infiltration,May,2,2016
Waltham,Raw Estimated Infiltration,Jun,0.9799999999999995,2016
Waltham,Raw Estimated Infiltration,Jul,0.20999999999999996,2016
Waltham,Raw Estimated Infiltration,Aug,0.05999999999999961,2016
Waltham,Raw Estimated Infiltration,Sep,0.040000000000000036,2016
Waltham,Raw Estimated Infiltration,Oct,0.6299999999999999,2016
Waltham,Raw Estimated Infiltration,Nov,1.5099999999999998,2016
Waltham,Raw Estimated Infiltration,Dec,1.8699999999999992,2016
Waltham,Raw Estimated Infiltration,ANNUAL,1.909999966621399,2016
Waltham,MWRA Estimated Infiltration,Jan,0.16,2016
Waltham,MWRA Estimated Infiltration,Feb,0.16,2016
Waltham,MWRA Estimated Infiltration,Mar,0.18,2016
Waltham,MWRA Estimated Infiltration,Apr,0.21,2016
Waltham,MWRA Estimated Infiltration,May,0.09,2016
Waltham,MWRA Estimated Infiltration,Jun,0.04,2016
Waltham,MWRA Estimated Infiltration,Jul,0.01,2016
Waltham,MWRA Estimated Infiltration,Aug,0,2016
Waltham,MWRA Estimated Infiltration,Sep,0,2016
Waltham,MWRA Estimated Infiltration,Oct,0.03,2016
Waltham,MWRA Estimated Infiltration,Nov,0.07,2016
Waltham,MWRA Estimated Infiltration,Dec,0.08,2016
Waltham,MWRA Estimated Infiltration,ANNUAL,0.09000000357627869,2016
Waltham,Final Average Daily Flow,Jan,9.85,2016
Waltham,Final Average Daily Flow,Feb,9.59,2016
Waltham,Final Average Daily Flow,Mar,9.870000000000001,2016
Waltham,Final Average Daily Flow,Apr,10.399999999999999,2016
Waltham,Final Average Daily Flow,May,7.68,2016
Waltham,Final Average Daily Flow,Jun,6.5,2016
Waltham,Final Average Daily Flow,Jul,5.65,2016
Waltham,Final Average Daily Flow,Aug,5.48,2016
Waltham,Final Average Daily Flow,Sep,5.47,2016
Waltham,Final Average Daily Flow,Oct,6.62,2016
Waltham,Final Average Daily Flow,Nov,7.02,2016
Waltham,Final Average Daily Flow,Dec,7.6899999999999995,2016
Waltham,Final Average Daily Flow,ANNUAL,7.639999866485596,2016
Waltham,Final Dry Day Average Daily Flow,Jan,8.83,2016
Waltham,Final Dry Day Average Daily Flow,Feb,8.72,2016
Waltham,Final Dry Day Average Daily Flow,Mar,9.3,2016
Waltham,Final Dry Day Average Daily Flow,Apr,9.79,2016
Waltham,Final Dry Day Average Daily Flow,May,7.3100000000000005,2016
Waltham,Final Dry Day Average Daily Flow,Jun,6.34,2016
Waltham,Final Dry Day Average Daily Flow,Jul,5.6000000000000005,2016
Waltham,Final Dry Day Average Daily Flow,Aug,5.46,2016
Waltham,Final Dry Day Average Daily Flow,Sep,5.44,2016
Waltham,Final Dry Day Average Daily Flow,Oct,6,2016
Waltham,Final Dry Day Average Daily Flow,Nov,6.84,2016
Waltham,Final Dry Day Average Daily Flow,Dec,7.1899999999999995,2016
Waltham,Final Dry Day Average Daily Flow,ANNUAL,7.230000019073486,2016
Waltham,Estimated Infiltration,Jan,3.4299999999999997,2016
Waltham,Estimated Infiltration,Feb,3.3200000000000003,2016
Waltham,Estimated Infiltration,Mar,3.9,2016
Waltham,Estimated Infiltration,Apr,4.39,2016
Waltham,Estimated Infiltration,May,1.91,2016
Waltham,Estimated Infiltration,Jun,0.9399999999999995,2016
Waltham,Estimated Infiltration,Jul,0.19999999999999996,2016
Waltham,Estimated Infiltration,Aug,0.05999999999999961,2016
Waltham,Estimated Infiltration,Sep,0.040000000000000036,2016
Waltham,Estimated Infiltration,Oct,0.5999999999999999,2016
Waltham,Estimated Infiltration,Nov,1.4399999999999997,2016
Waltham,Estimated Infiltration,Dec,1.7899999999999991,2016
Waltham,Estimated Infiltration,ANNUAL,1.8300000429153442,2016
Waltham,Estimated Sanitary Flow,Jan,5.4,2016
Waltham,Estimated Sanitary Flow,Feb,5.4,2016
Waltham,Estimated Sanitary Flow,Mar,5.4,2016
Waltham,Estimated Sanitary Flow,Apr,5.4,2016
Waltham,Estimated Sanitary Flow,May,5.4,2016
Waltham,Estimated Sanitary Flow,Jun,5.4,2016
Waltham,Estimated Sanitary Flow,Jul,5.4,2016
Waltham,Estimated Sanitary Flow,Aug,5.4,2016
Waltham,Estimated Sanitary Flow,Sep,5.4,2016
Waltham,Estimated Sanitary Flow,Oct,5.4,2016
Waltham,Estimated Sanitary Flow,Nov,5.4,2016
Waltham,Estimated Sanitary Flow,Dec,5.4,2016
Waltham,Estimated Sanitary Flow,ANNUAL,5.400000095367432,2016
Waltham,Estimated Inflow,Jan,1.0199999999999996,2016
Waltham,Estimated Inflow,Feb,0.8699999999999992,2016
Waltham,Estimated Inflow,Mar,0.5700000000000003,2016
Waltham,Estimated Inflow,Apr,0.6099999999999994,2016
Waltham,Estimated Inflow,May,0.3699999999999992,2016
Waltham,Estimated Inflow,Jun,0.16000000000000014,2016
Waltham,Estimated Inflow,Jul,0.04999999999999982,2016
Waltham,Estimated Inflow,Aug,0.020000000000000462,2016
Waltham,Estimated Inflow,Sep,0.02999999999999936,2016
Waltham,Estimated Inflow,Oct,0.6200000000000001,2016
Waltham,Estimated Inflow,Nov,0.17999999999999972,2016
Waltham,Estimated Inflow,Dec,0.5,2016
Waltham,Estimated Inflow,ANNUAL,0.41999998688697815,2016
Watertown,Average Daily Flow,Jan,3.68,2016
Watertown,Average Daily Flow,Feb,3.8,2016
Watertown,Average Daily Flow,Mar,3.99,2016
Watertown,Average Daily Flow,Apr,4.09,2016
Watertown,Average Daily Flow,May,2.86,2016
Watertown,Average Daily Flow,Jun,2.47,2016
Watertown,Average Daily Flow,Jul,2.27,2016
Watertown,Average Daily Flow,Aug,2.14,2016
Watertown,Average Daily Flow,Sep,2.16,2016
Watertown,Average Daily Flow,Oct,2.42,2016
Watertown,Average Daily Flow,Nov,2.48,2016
Watertown,Average Daily Flow,Dec,2.99,2016
Watertown,Average Daily Flow,ANNUAL,2.940000057220459,2016
Watertown,Dry Day Average Daily Flow,Jan,3.33,2016
Watertown,Dry Day Average Daily Flow,Feb,3.39,2016
Watertown,Dry Day Average Daily Flow,Mar,3.66,2016
Watertown,Dry Day Average Daily Flow,Apr,3.73,2016
Watertown,Dry Day Average Daily Flow,May,2.71,2016
Watertown,Dry Day Average Daily Flow,Jun,2.4,2016
Watertown,Dry Day Average Daily Flow,Jul,2.24,2016
Watertown,Dry Day Average Daily Flow,Aug,2.12,2016
Watertown,Dry Day Average Daily Flow,Sep,2.14,2016
Watertown,Dry Day Average Daily Flow,Oct,2.19,2016
Watertown,Dry Day Average Daily Flow,Nov,2.37,2016
Watertown,Dry Day Average Daily Flow,Dec,2.78,2016
Watertown,Dry Day Average Daily Flow,ANNUAL,2.75,2016
Watertown,Estimated Infiltration,Jan,1.23,2016
Watertown,Estimated Infiltration,Feb,1.29,2016
Watertown,Estimated Infiltration,Mar,1.56,2016
Watertown,Estimated Infiltration,Apr,1.63,2016
Watertown,Estimated Infiltration,May,0.6099999999999999,2016
Watertown,Estimated Infiltration,Jun,0.2999999999999998,2016
Watertown,Estimated Infiltration,Jul,0.14000000000000012,2016
Watertown,Estimated Infiltration,Aug,0.020000000000000018,2016
Watertown,Estimated Infiltration,Sep,0.040000000000000036,2016
Watertown,Estimated Infiltration,Oct,0.08999999999999986,2016
Watertown,Estimated Infiltration,Nov,0.27,2016
Watertown,Estimated Infiltration,Dec,0.6799999999999997,2016
Watertown,Estimated Infiltration,ANNUAL,0.6499999761581421,2016
Watertown,Estimated Sanitary Flow,Jan,2.1,2016
Watertown,Estimated Sanitary Flow,Feb,2.1,2016
Watertown,Estimated Sanitary Flow,Mar,2.1,2016
Watertown,Estimated Sanitary Flow,Apr,2.1,2016
Watertown,Estimated Sanitary Flow,May,2.1,2016
Watertown,Estimated Sanitary Flow,Jun,2.1,2016
Watertown,Estimated Sanitary Flow,Jul,2.1,2016
Watertown,Estimated Sanitary Flow,Aug,2.1,2016
Watertown,Estimated Sanitary Flow,Sep,2.1,2016
Watertown,Estimated Sanitary Flow,Oct,2.1,2016
Watertown,Estimated Sanitary Flow,Nov,2.1,2016
Watertown,Estimated Sanitary Flow,Dec,2.1,2016
Watertown,Estimated Sanitary Flow,ANNUAL,2.0999999046325684,2016
Watertown,Estimated Inflow,Jan,0.3500000000000001,2016
Watertown,Estimated Inflow,Feb,0.4099999999999997,2016
Watertown,Estimated Inflow,Mar,0.33000000000000007,2016
Watertown,Estimated Inflow,Apr,0.3599999999999999,2016
Watertown,Estimated Inflow,May,0.1499999999999999,2016
Watertown,Estimated Inflow,Jun,0.07000000000000028,2016
Watertown,Estimated Inflow,Jul,0.029999999999999805,2016
Watertown,Estimated Inflow,Aug,0.020000000000000018,2016
Watertown,Estimated Inflow,Sep,0.020000000000000018,2016
Watertown,Estimated Inflow,Oct,0.22999999999999998,2016
Watertown,Estimated Inflow,Nov,0.10999999999999988,2016
Watertown,Estimated Inflow,Dec,0.2100000000000004,2016
Watertown,Estimated Inflow,ANNUAL,0.1899999976158142,2016
Winthrop,Average Daily Flow,Jan,2.09,2016
Winthrop,Average Daily Flow,Feb,2.21,2016
Winthrop,Average Daily Flow,Mar,2.14,2016
Winthrop,Average Daily Flow,Apr,2.06,2016
Winthrop,Average Daily Flow,May,1.81,2016
Winthrop,Average Daily Flow,Jun,1.75,2016
Winthrop,Average Daily Flow,Jul,1.62,2016
Winthrop,Average Daily Flow,Aug,1.51,2016
Winthrop,Average Daily Flow,Sep,1.46,2016
Winthrop,Average Daily Flow,Oct,1.83,2016
Winthrop,Average Daily Flow,Nov,1.77,2016
Winthrop,Average Daily Flow,Dec,2.07,2016
Winthrop,Average Daily Flow,ANNUAL,1.8600000143051147,2016
Winthrop,Dry Day Average Daily Flow,Jan,1.81,2016
Winthrop,Dry Day Average Daily Flow,Feb,1.91,2016
Winthrop,Dry Day Average Daily Flow,Mar,1.89,2016
Winthrop,Dry Day Average Daily Flow,Apr,1.84,2016
Winthrop,Dry Day Average Daily Flow,May,1.61,2016
Winthrop,Dry Day Average Daily Flow,Jun,1.7,2016
Winthrop,Dry Day Average Daily Flow,Jul,1.57,2016
Winthrop,Dry Day Average Daily Flow,Aug,1.46,2016
Winthrop,Dry Day Average Daily Flow,Sep,1.43,2016
Winthrop,Dry Day Average Daily Flow,Oct,1.51,2016
Winthrop,Dry Day Average Daily Flow,Nov,1.65,2016
Winthrop,Dry Day Average Daily Flow,Dec,1.77,2016
Winthrop,Dry Day Average Daily Flow,ANNUAL,1.6799999475479126,2016
Winthrop,Estimated Infiltration,Jan,0.71,2016
Winthrop,Estimated Infiltration,Feb,0.8099999999999998,2016
Winthrop,Estimated Infiltration,Mar,0.7899999999999998,2016
Winthrop,Estimated Infiltration,Apr,0.74,2016
Winthrop,Estimated Infiltration,May,0.51,2016
Winthrop,Estimated Infiltration,Jun,0.5999999999999999,2016
Winthrop,Estimated Infiltration,Jul,0.47,2016
Winthrop,Estimated Infiltration,Aug,0.3599999999999999,2016
Winthrop,Estimated Infiltration,Sep,0.32999999999999985,2016
Winthrop,Estimated Infiltration,Oct,0.4099999999999999,2016
Winthrop,Estimated Infiltration,Nov,0.5499999999999998,2016
Winthrop,Estimated Infiltration,Dec,0.6699999999999999,2016
Winthrop,Estimated Infiltration,ANNUAL,0.5799999833106995,2016
Winthrop,Estimated Sanitary Flow,Jan,1.1,2016
Winthrop,Estimated Sanitary Flow,Feb,1.1,2016
Winthrop,Estimated Sanitary Flow,Mar,1.1,2016
Winthrop,Estimated Sanitary Flow,Apr,1.1,2016
Winthrop,Estimated Sanitary Flow,May,1.1,2016
Winthrop,Estimated Sanitary Flow,Jun,1.1,2016
Winthrop,Estimated Sanitary Flow,Jul,1.1,2016
Winthrop,Estimated Sanitary Flow,Aug,1.1,2016
Winthrop,Estimated Sanitary Flow,Sep,1.1,2016
Winthrop,Estimated Sanitary Flow,Oct,1.1,2016
Winthrop,Estimated Sanitary Flow,Nov,1.1,2016
Winthrop,Estimated Sanitary Flow,Dec,1.1,2016
Winthrop,Estimated Sanitary Flow,ANNUAL,1.100000023841858,2016
Winthrop,Estimated Inflow,Jan,0.2799999999999998,2016
Winthrop,Estimated Inflow,Feb,0.30000000000000004,2016
Winthrop,Estimated Inflow,Mar,0.2500000000000002,2016
Winthrop,Estimated Inflow,Apr,0.21999999999999997,2016
Winthrop,Estimated Inflow,May,0.19999999999999996,2016
Winthrop,Estimated Inflow,Jun,0.050000000000000044,2016
Winthrop,Estimated Inflow,Jul,0.050000000000000044,2016
Winthrop,Estimated Inflow,Aug,0.050000000000000044,2016
Winthrop,Estimated Inflow,Sep,0.030000000000000027,2016
Winthrop,Estimated Inflow,Oct,0.32000000000000006,2016
Winthrop,Estimated Inflow,Nov,0.1200000000000001,2016
Winthrop,Estimated Inflow,Dec,0.2999999999999998,2016
Winthrop,Estimated Inflow,ANNUAL,0.18000000715255737,2016
Boston,Raw Average Daily Flow,Jan,89.08,2016
Boston,Raw Average Daily Flow,Feb,101.83,2016
Boston,Raw Average Daily Flow,Mar,96.57,2016
Boston,Raw Average Daily Flow,Apr,98.83,2016
Boston,Raw Average Daily Flow,May,83.73,2016
Boston,Raw Average Daily Flow,Jun,78.8,2016
Boston,Raw Average Daily Flow,Jul,74.02,2016
Boston,Raw Average Daily Flow,Aug,74.15,2016
Boston,Raw Average Daily Flow,Sep,74.84,2016
Boston,Raw Average Daily Flow,Oct,89.6,2016
Boston,Raw Average Daily Flow,Nov,81.25,2016
Boston,Raw Average Daily Flow,Dec,82.89,2016
Boston,Raw Average Daily Flow,ANNUAL,85.4000015258789,2016
Boston,Raw Dry Day Average Daily Flow,Jan,76.73,2016
Boston,Raw Dry Day Average Daily Flow,Feb,85.44,2016
Boston,Raw Dry Day Average Daily Flow,Mar,84.11,2016
Boston,Raw Dry Day Average Daily Flow,Apr,83.2,2016
Boston,Raw Dry Day Average Daily Flow,May,75.8,2016
Boston,Raw Dry Day Average Daily Flow,Jun,74.26,2016
Boston,Raw Dry Day Average Daily Flow,Jul,72.09,2016
Boston,Raw Dry Day Average Daily Flow,Aug,68.96,2016
Boston,Raw Dry Day Average Daily Flow,Sep,70.83,2016
Boston,Raw Dry Day Average Daily Flow,Oct,73.38,2016
Boston,Raw Dry Day Average Daily Flow,Nov,76.3,2016
Boston,Raw Dry Day Average Daily Flow,Dec,75.11,2016
Boston,Raw Dry Day Average Daily Flow,ANNUAL,76.30000305175781,2016
Boston,Raw Estimated Infiltration,Jan,18.23,2016
Boston,Raw Estimated Infiltration,Feb,26.94,2016
Boston,Raw Estimated Infiltration,Mar,25.61,2016
Boston,Raw Estimated Infiltration,Apr,24.7,2016
Boston,Raw Estimated Infiltration,May,17.3,2016
Boston,Raw Estimated Infiltration,Jun,15.76,2016
Boston,Raw Estimated Infiltration,Jul,13.59,2016
Boston,Raw Estimated Infiltration,Aug,10.46,2016
Boston,Raw Estimated Infiltration,Sep,12.33,2016
Boston,Raw Estimated Infiltration,Oct,14.88,2016
Boston,Raw Estimated Infiltration,Nov,17.8,2016
Boston,Raw Estimated Infiltration,Dec,16.61,2016
Boston,Raw Estimated Infiltration,ANNUAL,17.799999237060547,2016
Boston,MWRA Estimated Infiltration,Jan,4.18,2016
Boston,MWRA Estimated Infiltration,Feb,6.09,2016
Boston,MWRA Estimated Infiltration,Mar,6.28,2016
Boston,MWRA Estimated Infiltration,Apr,4.53,2016
Boston,MWRA Estimated Infiltration,May,4.03,2016
Boston,MWRA Estimated Infiltration,Jun,3.24,2016
Boston,MWRA Estimated Infiltration,Jul,2.95,2016
Boston,MWRA Estimated Infiltration,Aug,2.58,2016
Boston,MWRA Estimated Infiltration,Sep,2.7,2016
Boston,MWRA Estimated Infiltration,Oct,3,2016
Boston,MWRA Estimated Infiltration,Nov,3.48,2016
Boston,MWRA Estimated Infiltration,Dec,3.28,2016
Boston,MWRA Estimated Infiltration,ANNUAL,3.8499999046325684,2016
Boston,Final Average Daily Flow,Jan,84.9,2016
Boston,Final Average Daily Flow,Feb,95.74,2016
Boston,Final Average Daily Flow,Mar,90.29,2016
Boston,Final Average Daily Flow,Apr,94.3,2016
Boston,Final Average Daily Flow,May,79.7,2016
Boston,Final Average Daily Flow,Jun,75.56,2016
Boston,Final Average Daily Flow,Jul,71.07,2016
Boston,Final Average Daily Flow,Aug,71.57,2016
Boston,Final Average Daily Flow,Sep,72.14,2016
Boston,Final Average Daily Flow,Oct,86.6,2016
Boston,Final Average Daily Flow,Nov,77.77,2016
Boston,Final Average Daily Flow,Dec,79.61,2016
Boston,Final Average Daily Flow,ANNUAL,81.55000305175781,2016
Boston,Final Dry Day Average Daily Flow,Jan,72.55,2016
Boston,Final Dry Day Average Daily Flow,Feb,79.35,2016
Boston,Final Dry Day Average Daily Flow,Mar,77.83,2016
Boston,Final Dry Day Average Daily Flow,Apr,78.67,2016
Boston,Final Dry Day Average Daily Flow,May,71.77,2016
Boston,Final Dry Day Average Daily Flow,Jun,71.02,2016
Boston,Final Dry Day Average Daily Flow,Jul,69.14,2016
Boston,Final Dry Day Average Daily Flow,Aug,66.38,2016
Boston,Final Dry Day Average Daily Flow,Sep,68.13,2016
Boston,Final Dry Day Average Daily Flow,Oct,70.38,2016
Boston,Final Dry Day Average Daily Flow,Nov,72.82,2016
Boston,Final Dry Day Average Daily Flow,Dec,71.83,2016
Boston,Final Dry Day Average Daily Flow,ANNUAL,72.44999694824219,2016
Boston,Estimated Infiltration,Jan,14.05,2016
Boston,Estimated Infiltration,Feb,20.85,2016
Boston,Estimated Infiltration,Mar,19.33,2016
Boston,Estimated Infiltration,Apr,20.17,2016
Boston,Estimated Infiltration,May,13.27,2016
Boston,Estimated Infiltration,Jun,12.52,2016
Boston,Estimated Infiltration,Jul,10.64,2016
Boston,Estimated Infiltration,Aug,7.88,2016
Boston,Estimated Infiltration,Sep,9.63,2016
Boston,Estimated Infiltration,Oct,11.88,2016
Boston,Estimated Infiltration,Nov,14.32,2016
Boston,Estimated Infiltration,Dec,13.33,2016
Boston,Estimated Infiltration,ANNUAL,13.949999809265137,2016
Boston,Estimated Sanitary Flow,Jan,58.5,2016
Boston,Estimated Sanitary Flow,Feb,58.5,2016
Boston,Estimated Sanitary Flow,Mar,58.5,2016
Boston,Estimated Sanitary Flow,Apr,58.5,2016
Boston,Estimated Sanitary Flow,May,58.5,2016
Boston,Estimated Sanitary Flow,Jun,58.5,2016
Boston,Estimated Sanitary Flow,Jul,58.5,2016
Boston,Estimated Sanitary Flow,Aug,58.5,2016
Boston,Estimated Sanitary Flow,Sep,58.5,2016
Boston,Estimated Sanitary Flow,Oct,58.5,2016
Boston,Estimated Sanitary Flow,Nov,58.5,2016
Boston,Estimated Sanitary Flow,Dec,58.5,2016
Boston,Estimated Sanitary Flow,ANNUAL,58.5,2016
Boston,Estimated Inflow,Jan,12.35,2016
Boston,Estimated Inflow,Feb,16.39,2016
Boston,Estimated Inflow,Mar,12.46,2016
Boston,Estimated Inflow,Apr,15.63,2016
Boston,Estimated Inflow,May,7.93,2016
Boston,Estimated Inflow,Jun,4.54,2016
Boston,Estimated Inflow,Jul,1.93,2016
Boston,Estimated Inflow,Aug,5.19,2016
Boston,Estimated Inflow,Sep,4.01,2016
Boston,Estimated Inflow,Oct,16.22,2016
Boston,Estimated Inflow,Nov,4.95,2016
